REGIAO;UF;MUNICIPIO ;CODIGO DO IBGE;DENOMINACAO DA COMUNIDADE;ID QUILOMBOLA;N PROCESSO NA FCP;DATA DA ABERTURA DO PROCESSO;N DO LIVRO DE REGISTRO;N DO REGISTRO;N DA FOLHA DO LIVRO DE REGISTRO;N DA PORTARIA DE CERTIFICACAO;DATA DA PORTARIA NO D.O.U;LINK DA PUBLICACAO NO DOU;N PROCESSO INCRA;LATITUDE - S-N;LONGITUDE - W-E;ENDERECO/TELEFONE DA COMUNIDADE;OBSERVACOES
SUDESTE;RJ;CAMPOS DOS GOYTACAZES;3301009;ALELUIA;892;01420.002155/2005-15;12/09/2005;5;396;4;39/2005;30/09/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=12&data=30/09/2005;;;;;
SUDESTE;RJ;CAMPOS DOS GOYTACAZES;3301009;BATATAL;893;01420.002164/2005-14;12/09/2005;5;397;5;39/2005;30/09/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=12&data=30/09/2005;;;;;
NORDESTE;BA;RIACHO DE SANTANA/MACAÚBAS;2919801;MATA DO SAPE;148;01420.001847/2005-46;04/08/2005;5;398;6;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;;-13.564006;-42.774663;;
NORDESTE;BA;RIACHO DE SANTANA;2926400;LARGO DA VITORIA;1.845;01420.001846/2005-00;23/08/2005;5;399;7;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;;-13.609272;-42.941506;Anauias Joana de Jesus - Rua Joaquim Venâncio de Castro s/n CEP: 46.470-000 - Riacho de Santana/BA;
NORDESTE;BA;RIACHO DE SANTANA;2926400;PAUS PRETOS;1.846;01420.001843/2005-68;23/08/2005;5;400;8;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;54160.001710/2008-17;-13.98629;-43.313611;;
NORDESTE;BA;RIACHO DE SANTANA;2926400;AGRESTINHO;1.842;01420.001845/2005-57;23/08/2005;5;401;9;43/2005;19/08/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=20&data=19/08/2005;54160.001714/2008-97;-13.980898;-43.211868;;
NORDESTE;BA;RIACHO DE SANTANA;2926400;GATOS VESPERINA;1.844;01420.001844/2005-11;23/08/2005;5;402;10;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;54160.001713/2008-42;-13.896301;-43.388377;;
SUDESTE;RJ;ARMACAO DOS BÚZIOS;3300233;RASA;2.040;01420.000101/1999-51;16/03/1999;5;403;11;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;54180.001112/2004-78 ;;;(22) 2633-7030/9837-6447/2623-8623;
NORTE;PA;COLARES;1502608;CACAU E OVO;135;01420.000439/2002-24;16/09/2002;5;404;12;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;54100.000111/2005-30 ;-0.841988;-48.195024;;
NORDESTE;PI;ESPERANTINA;2203701;CURRALINHO;1.391;01420.000439/2005-77;11/03/2005;5;405;13;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;54380.001034/2004-55 ;;;;
NORDESTE;PI;ESPERANTINA;2203701;OLHO D'ÁGUA DOS PIRES;324;01420.000437/2005-88;11/03/2005;5;406;14;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;54380.001033/2004-19;-3.851895;-42.375574;;
NORDESTE;PI;CARIDADE DO PIAUI;2202554;CHAPADA DO ENCANTO;1.390;01420.001247/2004-05;01/12/2004;5;407;15;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;54380.001127/2011-17;;;;
NORDESTE;BA;SEABRA;2929909;CAPAO DAS GAMELAS;38;01420.001807/2005-02;08/07/2005;5;408;16;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;54160.004665/2008-44;-12.57389;-41.856621;;Chapada da Diamantina
CENTRO-OESTE;MS;NIOAQUE;5005806;FAMILIA CARDOSO;17;01420.002183/2005-32;13/09/2005;5;409;17;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;54290.001687/2005-24 ;-21.184397;-55.830695;;
NORTE;AP;MACAPÁ;1600303;CONCEICAO DO MACACOARI;306;01420.002182/2005-98;13/09/2005;5;410;18;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;54350.000393/2005-23 ;0.433833;-50.759335;;
NORDESTE;MA;ALCÂNTARA;2100204;SANTO INÁCIO E CASTELO;;01420.002158/2005-59;31/08/2005;5;411;19;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;;;;;
NORDESTE;MA;CAPINZAL DO NORTE | CODO;2102754 | 2103307;MATOES DOS MOREIRA;208;01420.002157/2005-12;12/09/2005;5;412;20;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;54230.004779/2004-90 ;-4.68283;-44.205195;;
NORTE;AP;MACAPÁ;1600303;MEL DA PEDREIRA;302;01420.002395/2005-10;06/10/2005;5;413;21;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;54350.000344/2005-91 ;0.276194;-51.050452;;
NORDESTE;MA;SANTA RITA;2110203;JIQUIRI E SAO RAIMUNDO;1.078;01420.001802/2005-71;10/08/2005;5;415;23;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;54230.003775/2004-94 ;;;;
NORDESTE;BA;SENHOR DO BONFIM;2930105;CARIACÁ;1.869;01420.000283/1998-80;03/08/1998;5;416;24;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;54160.004664/2008-08;-10.506447;-40.129922;;
NORDESTE;MA;LIMA CAMPOS;2106003;BOM JESUS DOS PRETOS;1.286;01420.001803/2005-16;10/08/2005;5;417;25;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;54230.004959/2005-52 ;;;;
NORDESTE;BA;SEABRA;2929909;CACHOEIRA DA VÁRZEA E MOCAMBO DA CACHOEIRA;767;01420.001806/2005-50;10/08/2005;5;418;26;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;;-12.542281;-41.70704;;Chapada da Diamantina
NORDESTE;MA;BURITI;2102200;PITOMBEIRA;493;01420.001801/2005-27;10/08/2005;5;419;27;43/2005;09/11/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=09/11/2005;;;;;
SUDESTE;MG;LUISLÂNDIA;3138682;JÚLIA MULATA;1.958;01420.002359/2005-56;05/10/2005;5;420;28;44/2005;06/12/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=06/12/2005;54170.001376/2006-11;;;;
SUDESTE;MG;MINAS NOVAS;3141801;QUILOMBO;1.974;01420.001979/2005-78;23/08/2005;5;421;29;44/2005;06/12/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=06/12/2005;54170.007024/2005-80;-17.577;-42.32262;;
SUDESTE;MG;BRUMADINHO;3109006;SAPE;1.919;01420.001980/2005-01;23/08/2005;5;422;30;44/2005;06/12/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=06/12/2005;54170.000708/2012-80;-20.275935;-44.07475;D. Matozinha ou Sr Cirineu: 31-9525-850;
NORDESTE;MA;SAO JOAO DO SOTER;2111078;JACAREZINHO;818;01420.001983/2005-36;23/08/2005;5;423;31;44/2005;06/12/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=06/12/2005;;;;;
NORDESTE;MA;SANTA RITA;2110203;NOSSA SENHORA DA CONCEICAO;790;01420.001984/2005-81;23/08/2005;5;424;32;44/2005;06/12/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=06/12/2005;54230.005588/2005-26 ;;;;
NORDESTE;MA;BREJO;2102101;BOA VISTA;529;01420.001378/2004-84;20/12/2004;5;425;33;44/2005;06/12/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=06/12/2005;54230.003933/2011-35 ;;;;
NORDESTE;MA;BACABAL;2101202;PIRATININGA;517;01420.000038/1998-37;25/02/1998;5;426;34;44/2005;06/12/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=06/12/2005;54230.007480/2005-78 ;;;;
SUDESTE;ES;CONCEICAO DA BARRA | SAO MATEUS;3201605 | 3204906;SAO DOMINGOS;165;01420.002150/2005-92;26/07/2005;5;427;35;44/2005;12/09/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=22&data=12/09/2005;54340.000581/2005-71 ;18°33’18.3” ;039°57’25.8” ;;
NORDESTE;BA;LENCOIS;2919306;IUNA;598;01420.002394/2005-75;03/10/2005;5;428;36;44/2005;06/12/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=06/12/2005;54160.003870/2010-15;-12.540878;-41.310829;;
SUL;RS;ARROIO DO MEIO;4301008;SAO ROQUE;980;01420.002151/2005-37;12/09/2005;5;429;37;44/2005;06/12/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=06/12/2005;54220.002976/2010-31;"29° 18' 38,46""";"51° 55' 49,20""";;
NORDESTE;CE;AQUIRAZ;2301000;GOIABEIRA E LAGOA DO RAMO;449;01420.002070/2005-37;01/09/2005;5;430;38;44/2005;06/12/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=06/12/2005;54130.001696/2006-39;-4.013075;-38.450598;;
NORDESTE;MA;CANTANHEDE;2102705;BACURI DOS PIRES;537;01420.002749/2005-26;08/11/2005;5;431;39;44/2005;06/12/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=06/12/2005;54230.003793/2004-76 ;;;;
SUDESTE;MG;CAPINOPOLIS;3112604;FAZENDA SERTAOZINHO;1.920;01420.002750/2005-51;08/11/2005;5;432;40;44/2005;06/12/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=06/12/2005;54170.001375/2006-68;;;34-3262-6033 - Isa Costa - contato@fundacaozumbidospalmares.com.br;
SUDESTE;MG;OURO VERDE DE MINAS;3146206;ÁGUA PRETA;1.977;01420.002751/2005-03;08/11/2005;5;433;41;44/2005;06/12/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=06/12/2005;54170.001400/2006-11 54130.000544/2012-67;-18.000766;-41.229356;;
NORDESTE;MA;BACABAL;2101202;CATUCÁ;514;01420.002748/2005-81;08/11/2005;5;434;42;44/2005;06/12/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=06/12/2005;54230.007479/2005-43 ;;;;
NORDESTE;BA;CAMPO FORMOSO;2906006;ALAGADICO DE LAGE DOS NEGROS;1.671;01420.002679/2005-14;08/11/2005;5;435;43;44/2005;06/12/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=06/12/2005;;;;;
SUDESTE;SP;IPORANGA;3521200;PILOES;2.052;01420.000587/2004-19;27/08/2004;5;436;44;44/2005;06/12/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=06/12/2005;54190.000473/2005-69 ;-24.451161;-48.44914;;
NORDESTE;BA;CAMACARI;2905701;CORDOARIA;1.661;01420.002356/2005-12;05/10/2005;5;437;45;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;;-12.813073;-38.314238;;
NORDESTE;BA;CARINHANHA;2907103;BARRA DO PARATECA;1.700;01420.002790/2005-01;11/11/2005;5;438;46;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54160.001688/2008-05;-13.953364;-43.666984;;
SUDESTE;RJ;RIO DE JANEIRO;3304557;PEDRA DO SAL;168;01420.002981/2005-64;05/12/2005;5;439;47;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54180.001957/2005-44 ;-13.827683;-43.610841;;
NORTE;RO;ALTA FLORESTA D OESTE;1100015;ROLIM DE MOURA DO GUAPORE;1.129;01420.002954/2005-91;29/11/2005;5;440;48;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;;;;;
CENTRO-OESTE;GO;SAO LUIZ DO NORTE;5220157;PORTO LEUCÁDIO;2.210;01420.002905/2005-59;24/11/2005;5;441;49;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54150.001539/2006-95 ;;;Jose Dias dos Santos / Luciene - (62)3346 6469/9296 4625/92964625 - zdia@bol.com.br;
NORTE;RO;PIMENTEIRAS DO OESTE;1101468;LARANJEIRAS;512;01420.002078/2005-01;31/08/2005;5;442;50;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54300.001014/2008-51 ;13° 15' 46.2'';62° 04' 07.0'';;
NORDESTE;BA;ITAGUACU DA BAHIA;2915353;ALEGRE e BARREIROS;589;01420.002908/2005-92;23/11/2005;5;443;51;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54160.003353/2008-13;-11.202098;-42.356819;Cirlene Ferreira da Silva Gomes -  74-99943-3513/74-99967-6086 - 74-99943-8716 - Marilza (Presidente- Barreiro);
NORDESTE;BA;SOUTO SOARES;2930808;SEGREDO;787;01420.002065/2005-24;01/09/2005;5;444;52;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54160.001067/2010-38;-12.010894;-41.669934;;Chapada da Diamantina
NORDESTE;SE;CUMBE;2801900;POVOADO FORTE;1.028;01420.002841/2005-96;17/11/2005;5;445;53;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54370.000780/2006-00 ;;;;
NORTE;PA;SANTA LUZIA DO PARÁ;1506559;PIMENTEIRAS;500;01420.002907/2005-48;24/11/2005;5;446;54;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54113.000245/2005-10 ;;;;
NORTE;TO;CHAPADA DA NATIVIDADE;1705102;SAO JOSE;1.204;01420.002367/2005-01;30/09/2005;5;447;55;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54400.001306/2006-01 ;;;;
NORTE;TO;BREJINHO DE NAZARE;1703701;CORREGO FUNDO;1.199;01420.002358/2005-10;30/09/2005;5;448;56;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54400.001309/2006-37 ;;;;
NORTE;TO;CHAPADA DA NATIVIDADE;1705102;CHAPADA DA NATIVIDADE;1.203;01420.002369/2005-91;30/09/2005;5;449;57;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54400.001308/2006-92 ;;;;
NORTE;TO;BREJINHO DE NAZARE;1703701;MALHADINHA;1.201;01420.002370/2005-16;30/09/2005;5;450;58;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54400.001307/2006-48 ;;;Jose Ribeiro - 63-98479-8764 OU 98430-6936 - A/C Raimundo PaixAo Santos da Silva - Prefeitura Municipal de Brejinho de NazarE - CEP: 77000-560 - Brejinho de NazarE/TO;
NORTE;TO;SANTA ROSA DO TOCANTINS;1718907;MORRO DE SAO JOAO;497;01420.002368/2005-47;30/09/2005;5;451;59;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54400.001297/2006-41 ;;;Lana 63 9 8486 5362;
SUDESTE;MG;BELO HORIZONTE;3106200;MANGUEIRAS;119;01420.003004/2005-84;05/12/2005;5;452;60;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54170.001373/2006-79;-19.825332;-43.907929;;
SUDESTE;MG;CHAPADA GAÚCHA;3116159;SAO FELIX;1.923;01420.003003/2005-30;05/12/2005;5;453;61;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54170.000094/2006-98;;;;
NORDESTE;BA;ALAGOINHAS | ARAMARI;2900702 | 2902203;CATUZINHO;1.597;01420.002601/2005-91;21/10/2005;5;454;62;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54160.001672/2008-94;-12.048523;-38.434267;75 9987-0152/9949-0928/9971-5433 - 75-3432-1013  - AssociaCAo Comunitária da RegiAo do Catuzinho - Distrito do Catuzinho, Aramari/BA - CEP 48.130-000;
NORDESTE;BA;ALAGOINHAS;2900702;FAZENDA OITEIRO;1.599;01420.002603/2005-81;21/10/2005;5;455;63;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54160.000814/2013-63;-12.175555;-38.513482;;
NORDESTE;BA;ALAGOINHAS;2900702;FAZENDA CANGULA;1.598;01420.002600/2005-47;21/10/2005;5;456;64;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54160.001423/2013-66;-12.178639;-38.493768;;
SUDESTE;MG;MINAS NOVAS;3141801;MACUCO;1.973;01420.002602/2005-36;21/10/2005;5;457;65;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54170.001374/2006-13;-17.135433;-42.583475;;
NORDESTE;BA;MARAÚ;2920700;EMPATA VIAGEM;1.807;01420.002599/2005-51;21/10/2005;5;458;66;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54160.001137/2015-62;-14.183945;-39.19914;;
NORDESTE;BA;BONINAL;2904001;MULUNGU;1.631;01420.002607/2005-69;21/10/2005;5;459;67;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;;-11.003846;-41.34246;;Chapada da Diamantina
NORDESTE;PE;CABO DE SANTO AGOSTINHO;2602902;ENGENHO TRAPICHE;968;01420.003179/2005-91;20/12/2005;5;460;68;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;;;;;
NORDESTE;PB;CAJAZEIRINHAS;2503753;VINHAS;913;01420.003181/2005-61;20/12/2005;5;461;69;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54320.001207/2007-92 ;;;;
NORDESTE;BA;MARAGOGIPE;2920601;ENSEADA DO PARAGUACU;1.116;01420.003077/2005-76;12/12/2005;5;462;70;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54160.001703/2008-15;-12.867517;-38.827406;;Recôncavo baiano
SUDESTE;SP;UBATUBA;3555406;FAZENDA CAIXA;955;01420.003079/2005-65;12/12/2005;5;463;71;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54190.001212/2005-88 ;;;;
SUDESTE;SP;UBATUBA;3555406;SERTAO DO ITAMAMBUCA;956;01420.003074/2005-32;12/12/2005;5;464;72;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54190.001641/2006-14 ;;;;
NORDESTE;SE;LARANJEIRAS;2803609;MUSSUCA;1.033;01420.003078/2005-11;12/12/2005;5;465;73;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54370.000781/2006-57 ;;;Marizete (79) 9947-0733/9198-3204;
SUDESTE;SP;UBATUBA;3555406;CAMBURY;177;01420.003076/2005-21;12/12/2005;5;466;74;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54190.001218/2005-33 ;-23.358363;-44.764916;;
NORTE;TO;MATEIROS;1712702;MUMBUCA;1.094;01420.002366/2005-58;30/09/2005;5;467;75;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54400.001301/2006-71 ;;;;
NORTE;TO;SAO FELIX DO TOCANTINS;1720150;POVOADO DO PRATA;502;01420.002385/2005-84;30/09/2005;5;468;76;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54400.001268/2005-06 ;;;;
NORTE;TO;NATIVIDADE;1714203;REDENCAO;498;01420.002365/2005-11;30/09/2005;5;469;77;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54400.001300/2006-26 ;;;;
NORTE;TO;ARAGOMINAS;1701309;PROJETO DA BAVIERA;1.196;01420.002361/2005-25;30/09/2005;5;470;78;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54400.001299/2006-30 ;;;;
NORTE;TO;PORTO ALEGRE DO TOCANTINS;1718006;SAO JOAQUIM;489;01420.002371/2005-61;30/09/2005;5;471;79;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54400.000877/2005-30 ;;;;
NORTE;TO;LAGOA DO TOCANTINS | NOVO ACORDO | SANTA TEREZA DO TOCANTINS;1711951 | 1715101 | 1719004;BARRA DO AROEIRA;213;01420.003180/2005-16;20/12/2005;5;472;80;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54400.000797/2004-01 ;-10.237619;-47.680325;;RTID foi publicado no DOU de  23/11/2011.
NORTE;TO;PORTO ALEGRE DO TOCANTINS;1718006;LAGINHA;487;01420.002384/2005-30;30/09/2005;5;473;81;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54400.001302/2006-15 ;;;;
NORTE;TO;SANTA FE DO ARAGUAIA;1718865;COCALINHO;494;01420.002364/2005-69;30/09/2005;5;474;82;fev/06;20/01/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=17&data=20/01/2006;54400.001298/2006-95 ;-7.114616;-48.689978;;
SUDESTE;RJ;CABO FRIO;3300704;BOTAFOGO;891;01420.00072/2006-72;16/01/2006;5;475;83;mai/06;24/03/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=24/03/2006;54180.000515/2007-42 ;;;ELIANA (22)999344716, (22) 2625-6112/9905-2006;
SUDESTE;MG;INDAIABIRA;3130655;BREJO GRANDE;1.110;01420.000078/2006-40;16/01/2006;5;476;84;mai/06;24/03/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=24/03/2006;54170.003883/2006-81;-15.575647;-42.104439;;
NORDESTE;BA;ANTÔNIO GONCALVES;2901809;JIBOIA;1.610;01420.000077/2006-03;16/01/2006;5;477;85;mai/06;24/03/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=24/03/2006;54160.001706/2008-41;-10.591908;-40.252212;;
SUDESTE;MG;JOAIMA;3136009;RURAL BARREIRINHO;1.956;01420.000075/2006-14;16/01/2006;5;478;86;mai/06;24/03/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=24/03/2006;54170.003882/2006-36;-16.787035;-41.166788;(33) 8854-1166 Henrique ;
NORDESTE;BA;PINDOBACU;2924603;FUMACA;1.837;01420.000074/2006-61;16/01/2006;5;479;87;mai/06;24/03/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=24/03/2006;54160.004663/2008-55;-10.669353;-40.325011;;
NORDESTE;BA;MARAGOGIPE;2920601;SITIO DENDÊ;615;01420.000073/2006-17;13/01/2006;5;480;88;mai/06;24/03/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=24/03/2006;54160.000302/2011-35;-12.833266;-38.928267;;Recôncavo baiano
NORDESTE;MA;ALCÂNTARA;2100204;ILHA DO CAJUAL;1.210;01420.000076/2006-51;17/01/2006;5;481;89;mai/06;24/03/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=24/03/2006;54230.001872/2007-95 ;;;;
NORDESTE;MA;CAJARI;2102507;CAMAPUTIUA;1.237;01420.002299/2005-71;28/09/2005;5;482;90;mai/06;24/03/2006;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=24/03/2006;54230.005587/2005-81 ;;;;
